Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF06;KGCF07;KGCF10;KGCF11;KGCF12;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF34;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF43;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF12s1
Streptococcus equinus;0.2276;0.0339;0.3869;2.1645;2.3829;5.6882;154.9711;17.1976;0.227;0.0048;1.226;0.55;0.1452;0.1078;97.319;0.051;0.2103;0.1104;0.5565;9.6629;2.613;0.2841;0.0719;0.1523;1.2394;17.0544;0.0862;2.4237;4.8233;0.2797;1.0874;0.0413;2.5106;1.5557;18.6969;1.386;5.7073;30.1354;9.843;31.6732;53;2.4537;46.0382;657.7087;458.8398;0.2888;3.7611;11.5078;114.9294;13.9885;1.618;2.7203;5.2977;0.3795;218.2312;4.7448;0.5192;15.8349;4.0516;0.6175;7.2692;0.4735;439.0429;1.9641;97.5031;7.8464;2.6515;95.718;1011.0025;0.0373;1.1687;0.1139;17.9869;66.7984;0.3899;5.4024;7.7826;0.3599;0.2438;7.0801;2.2401;0.4088;14.6987;0.8483;13.5074;0.482;0.6782;0.2988;0.9619;0.0242;0.1212;30.4927
Faecalibacterium prausnitzii;0.2195;0;0;0.0012;0.0002;0.001;0;0.0056;0;0;0.0138;0.0011;0;0.0001;0.0118;0;0.009;0.035;0;0;0;0.0002;0;0.0005;0.0024;0.0278;0.0002;0.0023;0.0006;0.0007;0;0;0.0084;0.0079;0.0055;0;0;0.0012;0.02;0.0522;0.1468;0.0005;0.0372;0.0122;0.0578;0.0041;0.101;0.0102;0.3506;0.415;0.0079;0.0152;0.0237;0.0003;0.0008;0.0364;0.0002;0.1496;0.0004;0.0012;1.1673;0.0002;2.5759;0.0005;0.0303;0;0.003;0.0846;0;0;0.008;0;0.0052;0.0117;0;0.0051;0.0168;0.0009;0.0003;0.0032;0.0001;0;0;0.0003;0.0007;0.0005;0;0;0.0065;0;0.0005;0.0019
Neisseria elongata;0.2093;0.044;0.009;0.032;0.7798;0.1136;0.3619;0.1733;0.009;0.0184;2.7141;0.3236;0.0064;0.0005;3.0802;0.0048;0.0003;0.7314;0.0638;5.7965;0.9893;0.5899;0.1214;0.1018;0.0673;1.1492;0.2466;0.4064;0.0062;0.2781;0.0072;0.0112;0.7528;0.2135;3.4755;0.0116;0.0257;1.0466;2.8128;1.6603;45.9064;0.0038;0.1017;81.5823;0.1713;0.0118;4.0064;2.3054;0.4032;1.3655;0.9173;2.5705;0.1117;0.0167;0.0562;0.7047;0.1026;0.6542;0.0063;0.0493;0.5707;0.0064;32.7714;0.0105;0.0556;0.0049;0.0061;7.0164;0.0039;0;7.4597;0.0002;6.1272;26.658;0.0618;0.015;0.0245;0.2331;0.0037;0.2622;0.0004;0;0;0.3201;0.0003;0.7684;0.2216;0;0.0103;0.0257;0.3649;2.956
Streptococcus pneumoniae;0.1943;0.4726;0.3712;1.6335;19.3335;7.1812;89.3473;21.4006;0.0026;0.0501;6.5638;0.6836;0.0006;0.1155;0.3663;0.5454;0.0901;0.1615;2.4179;8.8901;0.6998;0.708;2.0726;0.233;0.1204;5.6795;5.1498;1.1667;0.0635;0.6349;1.1686;0.5989;28.5016;0.1324;2.3389;1.3051;29.073;9.4175;25.4428;4.5457;24.5756;2.8137;24.5284;158.7858;84.3593;0.8439;10.9182;9.948;5.0711;16.0095;24.7498;18.9087;2.8516;3.1725;39.2691;12.9897;4.3297;3.5112;16.707;6.3999;1.3828;2.7024;50.7838;19.3533;15.507;21.5539;11.1153;44.6227;35.9329;0.1766;22.254;0.5949;15.2407;72.4687;11.7739;7.1696;2.7869;0.3026;1.9371;10.0978;0.4262;0.8604;0;0.2845;0.8595;1.4545;18.5146;0.0281;0.9768;0.1155;0.5686;15.6281
Streptococcus constellatus;0.1898;0.0063;0.0068;0.0102;0.052;0.0628;0.7534;0.1648;0;0.0128;0.0938;0.0152;0.0003;0.0004;0.9572;0.0515;0.0325;0.0766;0.0084;0.5866;0.1731;0.125;0.0211;0.0073;0.0034;0.1595;0.1784;0.0239;0.2074;0.039;0.0833;0.0053;0.5191;0.0738;0.5055;0.005;0.0878;0.21;0.3147;0.1494;5.2482;0.0018;0.9566;7.6279;5.9924;0.0162;0.4469;0.2323;0.2229;2.3151;0.8157;0.3267;0.0492;0.0241;0.9471;0.1023;0.0165;0.268;0.2399;0.0323;0.2582;0.0239;2.5974;0.1431;0.7977;0.4522;0.1445;1.4441;3.9009;0.003;0.2231;0.0104;0.4642;2.7495;0.0676;0.0491;0.1235;0.0064;0.0104;0.1585;0.009;0.0015;0;0.0071;0.0772;0.0137;0.0657;0;0.0072;0.0157;0.0216;0.2254
Mageeibacillus indolicus;0.174;0.0002;0.002;0.0083;0.0073;0.081;0.0322;0.0715;0.0005;0;0.0973;0.0039;0.0001;0.0002;0.0315;0.0002;0.0045;0.0457;0.0015;0.032;0.005;0.0047;0.0003;0.0067;0.0041;0.0418;0.0047;0.007;0.0042;0.0181;0.0057;0.0009;0.0359;0.0357;0.0505;0.0005;0.0049;0.0483;0.1551;0.0314;2.9295;0.005;0.1339;0.27;0.8443;0.0121;0.1266;0.0695;0.1527;1.0054;0.0513;0.0575;0.0494;0.0021;0.014;0.047;0.0022;0.1752;0.0163;0.0053;0.4956;0.0003;2.9202;0.0883;0.0089;0.0046;0.0623;0.3566;0.1422;0.0012;0.0292;0.0008;0.059;0.4015;0.0019;0.0045;0.0323;0.0152;0;0.0883;0.0001;0;0;0.002;0.0088;0.0037;0;0;0.0065;0.0015;0.0364;0.1498
Neisseria gonorrhoeae;0.1706;0.1041;0.0038;0.0296;1.1598;0.0989;0.1625;0.4632;0.0021;0.0132;3.8132;0.1583;0;0.0006;2.1859;0.0034;0;0.5366;0.2031;6.2293;0.3893;0.4769;1.5044;0.1013;0.0196;0.7965;3.0005;0.3349;0.0011;0.1141;0.0553;0.0105;1.073;0.0719;2.9482;0;0.0093;2.0681;2.5462;1.22;40.3606;0.0105;0.3375;67.9086;0.6496;0.0155;3.5211;2.1081;0.4118;0.3073;1.4113;3.0529;0.068;0.0095;0.0011;0.7305;1.745;0.0473;0.0534;0.412;0.3589;0.0016;22.2818;0.0126;0.0179;0;0.1044;7.0761;0.0041;0.0002;18.9143;0.0002;5.4321;25.2511;0.6825;0.0598;0.1121;1.2492;0.0008;2.5786;0;0;0;0.1249;0;0.1626;0.8128;0;0.0193;0.0026;0.2147;5.4061
Prevotella dentalis;0.1666;0.0008;0.0024;0.0062;0.0041;0.0469;0;0.0581;0;0.0038;0.1198;0.0035;0.0003;0.0003;0.2283;0;0.0118;0.0501;0;0.0194;0.0038;0.0319;0.0026;0.008;0.0011;0.0732;0.0032;0.0195;0.0107;0.0279;0.0031;0.0011;0.0168;0.053;0.2824;0;0.0035;0.0391;0.1419;0.0919;1.5593;0.0014;0.2803;1.8459;0;0.0082;0.2685;0.0712;0.1613;0.6631;0.0426;0.0433;0.0424;0.011;0.0012;0.0358;0.0024;0.3082;0.0035;0.0044;0.4105;0.0014;2.2952;0.0759;0;0.0044;0.0049;0.6264;0;0;0.1488;0.0007;0.0995;0.201;0.0041;0.0048;0.0405;0.0029;0.0044;0.053;0.0001;0;0;0.0067;0.0087;0.0014;0.0054;0;0.0044;0.0073;0.0177;0.0785
Streptococcus salivarius;0.1662;0.0287;0.6447;1.0423;0.9425;8.8536;188.9492;14.424;0.0691;0.0041;1.0169;0.7079;0.0394;0.1155;27.5138;0.0132;1.6466;0.0971;0.306;4.3154;1.3325;0.4147;0.0212;0.0696;1.1368;14.3728;0.08;1.1047;1.1455;0.2691;0.1689;0.0292;2.2189;1.3217;15.3093;1.4448;8.6278;15.7522;5.1786;20.4134;28.7074;1.206;21.211;2484.3799;250.2989;0.4903;3.0157;4.8383;57.9786;7.4957;0.9759;2.1309;19.2956;0.2053;124.8393;8.9301;0.3554;41.295;1.8842;0.3788;4.4799;1.6865;206.2038;0.6999;319.2703;3.3229;1.3878;58.8602;446.9385;0.0115;0.5324;0.0278;8.6471;40.9443;0.1296;2.6485;4.6827;0.1945;0.1036;3.8871;2.8496;0.7838;0;0.5313;38.7377;0.2513;0.1142;2.3008;1.7258;0.0393;0.0662;11.5138
Pseudomonas aeruginosa;0.1592;0.0023;0.0023;0.0012;0.001;0;0.0652;0.0001;0.0013;0.0002;0.0004;0.0001;0;0;0.003;0;0.0128;0;0.0013;0.0011;0.0003;0;0;0.0004;0;0.0026;0.0004;0.0003;0;0;0.0001;0;0.0055;0.0001;0.0003;0;0.0089;0.0007;0.0011;0;0;0.0015;0.0485;0.0279;0.0147;0.0001;0;0.0005;0.1703;0.0004;0.0002;0.0392;0.0072;0;0.0007;0.0014;0;0.0144;0.0662;0.0001;0.0002;0.0001;0.0041;0.0015;0.0883;0.0044;0.0004;0.0066;0.051;0;0.0002;0.0001;0;0.0054;0.0045;0.0023;0.0003;0;0;0.0005;0.0021;0.0006;4.8687;0;0.0004;0.0004;0;0;0;0;0;0.0016
Streptococcus gordonii;0.1434;0.0073;0.0361;0.0894;0.2575;0.2711;6.5586;0.4502;0.0017;0.0028;0.3909;0.0281;0.0006;0.0069;0.2458;0.0035;0.0199;0.0722;0.0272;1.5829;0.4013;0.199;0.0223;0.0522;0.0088;0.5935;0.0982;0.0355;0.0246;0.0512;0.1216;0.0032;2.0202;0.0857;0.4353;0.0404;1.3257;0.6326;1.2776;0.4273;4.5;0.0318;2.6345;33.2539;12.8473;0.0521;0.6525;0.7797;0.6205;0.5176;1.1151;0.4206;0.2705;0.031;1.7319;0.2343;0.0304;0.3161;0.6615;0.0906;0.3011;0.087;6.2083;0.3754;2.5858;1.0857;0.4477;5.5529;6.5872;0.0058;0.7339;0.029;1.5853;10.0617;0.3449;0.3118;0.4341;0.0155;0.0516;0.5201;0.0645;0.0838;0;0.0528;0.5592;0.2962;0.2803;0.002;0.0202;0.0388;0.0468;1.0673
Neisseria meningitidis;0.1386;0.1832;0.0056;0.032;2.7146;0.1955;0.2567;1.4605;0.0036;0.0166;5.604;0.2716;0.0003;0.0006;3.4382;0.005;0;0.8959;0.1913;8.3387;0.4912;0.6959;3.1888;0.1128;0.0332;1.1957;5.8207;0.6535;0.0018;0.2448;0.0921;0.0207;1.7108;0.098;5.4033;0.0004;0.0108;2.9346;3.4069;2.2836;45.1365;0.0137;0.583;85.6105;0.9398;0.0303;5.0958;3.6416;0.6085;0.4442;2.3808;5.4381;0.1113;0.0194;0.003;1.4289;3.0441;0.083;0.1144;0.8769;0.5973;0.0018;30.9641;0.0313;0.0212;0.0049;0.1985;8.1509;0;0.0004;30.0136;0.0006;6.5186;34.7685;1.0312;0.1535;0.2041;1.7581;0.0015;3.6969;0.0002;0.0001;0;0.2216;0;0.2694;1.4664;0.0006;0.0261;0.0036;0.2428;9.1339
Capnocytophaga sputigena;0.1366;0.0314;0.0218;0.1002;0.2815;0.1592;2.9024;0.1607;0.0084;0.0032;45.1847;0.7073;0.0304;0.0002;3.8977;0.0011;0.0257;0.2631;0.0954;0.54;0.8077;0.1556;0.0461;0.0391;0.9536;18.1937;0.026;0.1739;0.014;2.6387;0.0019;0.0039;0.7459;0.2249;14.163;0.0002;0.0218;0.4171;0.5733;0.2232;0.0806;0.0216;0.042;2.2134;0;0.0256;18.1202;1.4359;0.6622;3.0587;16.9894;4.1349;0.7986;0.0063;0.0007;0.2813;0.004;0.5521;0.005;0.0167;1.1952;0.0016;24.2419;0.017;0.0084;0;0.1482;2.3475;0.0144;0;148.6475;0.0006;0.2207;0.8508;0.0022;0.0229;0.0652;0.0008;0.0033;0.2877;0.0011;0;0;0.1746;0.0004;0.3421;0.0023;0;0.0049;0.0363;0.1592;0.2885
Streptococcus intermedius;0.1357;0.0685;0.0024;0.011;0.3493;0.0484;5.0979;0.0687;0.001;0.5906;0.0788;0.1566;0;0.0021;0.098;0.0034;0.0051;0.0302;0.0927;0.5672;0.1001;0.0733;0.0152;0.0073;0.0045;0.1571;0.0532;0.0358;0.0241;0.0234;0.0693;0.0051;0.1363;0.0644;0.1204;0.006;0.1791;0.2899;0.4392;0.1553;1.608;0.0211;1.4188;14.2592;7.3309;0.0063;0.2016;0.104;0.4613;0.2287;0.2436;0.0839;0.233;0.0668;0.3041;0.0341;0.0835;0.2129;0.1226;0.0409;0.2967;0.2618;1.271;0.0837;0.9165;0.5644;0.116;1.5281;4.0651;0.0016;0.2144;0.0056;0.5355;1.9658;0.1464;0.0907;0.1203;0.003;0.013;0.1914;0.0077;0.0008;0;0.025;0.1047;0.0309;0.0253;0.0003;0.0357;0.017;0.0055;0.1045
Parvimonas micra;0.129;0.0135;0.0019;0.0025;0.0215;0.0699;0.2151;0.0642;0.0107;0.0223;0.115;0.027;0.0005;0.0055;0.0229;0;0.0024;0.0237;0.0234;0.0356;0.0958;0.0141;0.0299;0.0072;0.0028;0.3603;0.0483;0.043;0.0304;0.0666;0.006;0.0061;0.1166;0.0491;0.1317;0.0006;0.0247;0.0257;1.6871;0.0404;0.7766;0.0011;0.0854;0.236;0.1358;0.0109;0.8643;0.0404;0.1158;2.4197;0.3833;0.4067;0.145;1.1405;0.0113;0.0628;0.0177;0.1827;0.0081;0.0395;0.2756;0.0162;1.595;0.0225;0.0336;0.0034;0.0105;0.182;0.3708;0;0.0325;0;0.0879;0.5841;0.0058;0.0034;0.0141;0.0021;0.066;0.0445;0.0008;0;0;0.1427;0.0292;0.0052;0.0117;0;0.006;0.0005;0.0366;0.2277
Neisseria sp;0.1261;0.0072;0.001;0.0127;0.1277;0.0465;0;0.0381;0.0015;0.0024;1.1964;0.0806;0;0.0001;1.0957;0.0013;0;0.245;0.0131;2.2026;0.1952;0.2167;0.0066;0.0501;0.0026;0.3011;0.0285;0.1567;0.0003;0.0477;0.0016;0.0048;0.1852;0.0347;1.4339;0;0.0036;0.4713;1.1616;0.6384;23.1475;0.0024;0.0129;31.3158;0;0.0018;1.2603;0.6633;0.1192;0.1117;0.3109;0.4782;0.0117;0.0062;0;0.032;0.0123;0.0291;0.0013;0.0099;0.1077;0.0012;10.5951;0.0033;0.0026;0;0.0003;3.0265;0.0036;0;2.1488;0.0002;2.7548;16.4754;0.0116;0.0018;0.0025;0.0856;0.0017;0.0254;0;0;0;0.0401;0;0.0577;0.0647;0;0.0008;0.0016;0.1015;1.1237
Odoribacter splanchnicus;0.1195;0.0003;0.0012;0.0054;0.0011;0.0112;0.0133;0.0137;0.0002;0.0005;0.0902;0.003;0.0001;0;0.0242;0.0002;0.0004;0.0251;0;0.0021;0;0.0034;0.0013;0.0042;0.0014;0.0087;0.0016;0.0031;0.0037;0.0311;0.0014;0.0004;0.0058;0.016;0.0602;0.0001;0.002;0.0844;0.083;0.0261;0.8827;0.0016;0.0868;0.3655;0.0042;0.004;0.0542;0.022;0.0392;0.1476;0.0094;0.0122;0.0192;0.0042;0.011;0.0305;0.0022;0.0448;0.0005;0.0013;0.2087;0.0002;0.6398;0.0122;0.0007;0.0013;0.0012;0.1416;0;0;0.0141;0.0003;0.012;0.0153;0.0002;0.0004;0.0066;0.0004;0.0013;0.0113;0;0;0;0.0018;0.0017;0.0003;0.0022;0;0.0024;0.0005;0.0018;0.0198
Tannerella sp;0.1059;0.0139;0.0026;0.0078;0.0209;0.0988;0.0981;0.0975;0;0.0068;0.1893;0.1132;0.0006;0.013;0.4561;0.0002;0.0674;0.0703;0.0073;0.0739;0.1663;0.0172;0.0425;0.7126;0.0018;0.9138;0.0119;0.083;0.0186;8.3732;0.0076;0.0062;0.0407;0.2244;1.1588;0.0002;0.0526;0.0755;2.1737;0.2691;1.0498;0.0054;0.4129;2.277;0.0062;5.5009;37.6181;1.0876;0.1801;13.1924;5.9465;5.5768;1.5374;0.0771;0.0047;0.1566;0.0056;3.7038;0.0114;0.0111;46.4947;0.117;6.2075;0.0417;0.0043;0;0.0166;2.979;0.003;0;0.4321;0.0002;0.4347;0.4173;0.0023;0.0227;0.1016;0.003;0.0155;0.1054;0.0014;0;0;0.1409;0.0042;0.0113;0.0208;0;0.0114;0.0149;0.5785;1.0114
Streptococcus cristatus;0.098;0.0071;0.0171;0.0675;0.5963;0.2199;2.1239;0.3943;0.0013;0.0043;0.5542;0.0347;0.0001;0.005;0.5213;0.004;0.0181;0.1298;0.0342;2.5076;0.5253;0.4942;0.0388;0.0727;0.0075;0.5576;0.1482;0.0563;0.0171;0.0709;0.2099;0.0056;1.2513;0.0858;0.8052;0.1559;1.6463;1.2753;1.9935;0.6177;6.3899;0.017;4.2598;52.7889;15.8215;0.0373;1.0162;0.6943;0.5712;0.718;1.5914;0.5001;0.2563;0.0381;2.7619;0.2755;0.1163;0.6104;1.0282;0.0779;0.48;0.0831;7.959;0.7539;3.5946;2.6663;0.7048;7.845;12.5242;0.0087;1.3138;0.0508;3.0841;15.6257;0.5002;0.3026;0.5479;0.0282;0.0924;0.9812;0.0334;0.0323;0;0.1465;0.5529;0.1798;0.4674;0.0012;0.0235;0.0484;0.0375;0.8028
Neisseria lactamica;0.0945;0.2794;0.0146;0.0579;67.7722;0.1642;0.2889;45.8068;0.0033;0.0202;5.5977;0.6701;0.0002;0.0008;2.5956;0.0044;0;0.6055;0.2166;7.2595;0.5446;0.5166;61.509;0.0947;0.0482;1.0674;9.4172;0.4112;0.0011;0.2053;0.2657;0.0253;1.7524;0.1111;3.4025;0.0017;0.0141;4.2252;3.1359;1.5437;44.9054;0.0238;1.1612;91.3778;1.1772;0.4808;4.8534;2.9944;0.7759;0.7087;2.3208;8.7006;0.2913;0.0235;0;16.1247;5.8412;0.0917;0.1058;1.4638;0.6983;0.0013;28.7486;0.2333;0.1608;0;4.1072;7.6689;0.004;0;41.8504;0.0004;55.4579;72.3408;1.1376;0.1332;0.3374;2.7794;0.0257;6.1258;0.0001;0;0;0.2023;0.0009;0.7781;16.8392;0;1.8245;0.0041;0.2748;17.0352
Anaerostipes hadrus;0.0827;0.0001;0.0008;0.001;0.0055;0.0081;0.0184;0.0076;0;0.0005;0.0281;0.0015;0;0;0.0266;0;0.0049;0.0148;0;0.0154;0.0017;0.0065;0.0002;0.0025;0.0023;0.0277;0.0011;0.002;0.0012;0.0031;0.0007;0.0001;0.0221;0.0081;0.0288;0.0008;0.0028;0.0045;0.022;0.0341;0.3124;0.0003;0.0295;0.165;0.087;0.0034;0.052;0.0127;0.0752;0.1208;0.0165;0.014;0.0164;0.0004;0;0.0212;0.0008;0.0601;0.0066;0.0016;0.2974;0.0005;0.8884;0.009;0;0.0009;0.0017;0.1568;0.0028;0;0.0145;0.0004;0.0394;0.1727;0.0008;0.0006;0.003;0.0004;0.0005;0.0064;0;0;0;0.0005;0.0015;0.0006;0.0002;0;0.003;0.0007;0.0011;0.0169
Blautia sp;0.0819;0;0;0.0004;0.0003;0.0017;0.0114;0.003;0;0.0001;0.0098;0.0006;0;0;0.0069;0;0.0019;0.0053;0;0;0;0.0027;0;0.0012;0.0002;0.0103;0.0002;0.0007;0.0005;0.001;0.0003;0.0002;0.0005;0.0055;0.009;0;0;0.0016;0.0106;0.0059;0.099;0.0001;0.0113;0.0408;0;0.0009;0.0223;0.0057;0.0234;0.0584;0.0083;0.0088;0.0107;0.0003;0;0.0072;0.0002;0.0196;0.0001;0.0003;0.0918;0.0001;0.2513;0.0045;0;0;0.0006;0.0404;0;0;0.0083;0;0.01;0.0283;0;0.0005;0.0174;0.0005;0;0.0026;0;0;0;0.0001;0.0013;0.0003;0.0001;0;0.0009;0.0002;0.001;0.003
Sneathia amnii;0.0789;0.0005;0.0019;0.0022;0.0063;0.0163;0;0.0907;0;0;0.1068;0.0026;0;0.0001;0.0148;0;0.0012;0.0084;0.002;0.0558;0.0027;0.0173;0.0035;0.0019;0.0019;0.0318;0.0168;0.0003;0.0018;0.0072;0.0056;0.0004;0.0077;0.0199;0.0299;0.0007;0;0.0496;0.105;0.0307;0.4563;0;0.1482;0.4985;0.0277;0.0072;0.0473;0.0494;0.0615;0.0908;0.0675;0.0239;0.0272;0.0004;0.0191;0.037;0.0066;0.0316;0.0119;0.0082;0.1998;0.0002;0.6331;0.002;0.1088;0;0.0069;0.4852;0.0067;0;0.3012;0;0.1075;0.5463;0.0251;0.0062;0.0101;0.0028;0.0025;0.1037;0.0012;0.0002;0;0.0036;0.0088;0.001;0.0019;0;0.0039;0.0006;0.0178;0.3565
Bacteroides caecimuris;0.0759;0.0023;0.0015;0.0007;0.0004;0.0031;0.0964;0.0061;0;0.01;0.0126;0.0005;0;0.0001;0.0323;0;0.0004;0.0049;0.0006;0.0025;0;0.002;0.0004;0.0007;0.0007;0.0059;0.0013;0.002;0.0002;0.0014;0.0006;0.0001;0.0011;0.0043;0.0105;0.0002;0.0005;0.0099;0.0133;0.0055;0.1408;0.0003;0.0474;0.1875;0;0.0008;0.023;0.0088;0.0097;0.0477;0.0033;0.0032;0.0054;0.0014;0.0005;0.0049;0.0002;0.0171;0.0009;0.0004;0.049;0.0001;0.1775;0.0194;0;0.0006;0.0015;0.0391;0;0;0.014;0;0.0177;0.0231;0.0005;0.0002;0.0051;0.0004;0.0009;0.0123;0;0;0;0.0006;0.0067;0.0004;0.0038;0;0.0003;0.0006;0.002;0.0233
Aggregatibacter aphrophilus;0.0681;0.015;0.0178;0.0343;0.5565;0.1116;1.4374;0.06;0.0008;0.0017;0.1634;0.0472;0.0345;0;0.435;0.0033;0;0.0827;0.0082;0.6426;0.4168;0.0936;0.0141;0.0119;0.0035;0.2528;0.0855;0.0368;0.0011;0.2356;0.0055;0.0033;0.1497;0.0186;0.9717;0.0065;0.0164;0.1168;0.1202;0.1787;1.5531;0.0182;0.0307;1.1166;0.3343;0.022;0.929;0.3213;0.2556;1.9882;0.4945;1.0171;0.0652;0.024;0.003;0.2624;0.0182;0.3123;0.0069;0.0648;0.2487;0.0007;1.6309;0.1953;0.0403;0.0096;0.0428;1.2006;0;0.0006;0.7704;0.0022;1.1295;3.8473;0.0307;0;0.0072;0.0283;0.0229;0.1274;0.001;0;0;0.0702;0.0003;0.0299;0.0523;0;0.0663;0.0055;0.023;0.4105
Entomoplasma melaleucae;0.0621;0;0;0;0.0025;0;0;0.0008;0;0;0.0065;0;0;0;0;0;0.0009;0;0;0.0084;0;0;0.0004;0.0006;0;0.0039;0.0018;0.0005;0;0;0;0.0003;0;0.0005;0.0044;0;0;0.0011;0.0215;0.0028;0.0293;0;0.1185;0.0413;0.0218;0;0;0.0019;0.0125;0.0227;0.0022;0.0014;0;0;0;0.0026;0.0003;0.0106;0.0065;0;0.0536;0;0.122;0;0;0;0;0.007;0;0;0.0027;0;0.0053;0.0265;0.001;0;0.0037;0;0;0.0125;0;0;0;0.0003;0.0008;0;0;0;0.0012;0;0;0.0026
Bacteroides salanitronis;0.0619;0.0006;0.0036;0.0028;0.0051;0.0117;0.055;0.0232;0;0.0003;0.0709;0.004;0.0001;0.0001;0.0578;0.0001;0.004;0.0164;0.0019;0.0079;0.0004;0.0024;0.0029;0.006;0.0026;0.0307;0.0045;0.0063;0.0011;0.0116;0.0019;0.0003;0.0189;0.013;0.0505;0;0.0011;0.0389;0.215;0.0238;0.2832;0.0008;0.1744;0.765;0.0347;0.0022;0.099;0.0476;0.0675;0.188;0.0197;0.0249;0.0225;0.0023;0.0076;0.0227;0.002;0.0702;0.0086;0.0021;0.1776;0.0009;0.8446;0.0482;0.0015;0.0013;0.0081;0.2568;0;0;0.1072;0.0001;0.0521;0.0685;0.0008;0.0013;0.0266;0.0021;0.0089;0.0458;0;0;0;0.0033;0.0174;0.0029;0.0036;0;0.0029;0.0011;0.0144;0.127
Selenomonas sputigena;0.0613;0.0007;0;0.0004;0;0.0423;0;0.0037;0;0;0.0344;0.0292;0;0.0076;0.0395;0.0004;0.0002;0.058;0.0032;0.0016;0.0042;0.0008;0.0022;0.0015;0.7362;0.0149;0;0.0017;0.0041;0.0386;0.0007;0.0002;0;3.4627;0.027;0;0.0026;0.0042;0.0179;0.0094;0.0531;0.0051;0.0101;0.1495;0;0.0565;0.0249;0.0046;0.0635;0.888;0.0127;0.0425;0.1214;0.0949;0.0018;0.0202;0.0003;0.201;0;0.001;0.4397;0.0003;4.0417;0.0018;0;0;0.0008;0.0231;0;0;0.0058;0.0004;0.01;0.0044;0.0003;0.0004;0.004;0;0.0003;0.0023;0.0002;0.0001;0;0.3289;0.0011;0.0002;0;0;0.0009;0.0005;0.0006;0.0013
Jeotgalibaca dankookensis;0.0501;0.0003;0.0019;0.0012;0.021;0.0064;0.167;0.0064;0.0004;0;0.0166;0.0005;0;0;0.0336;0.0003;0.0009;0.0038;0;0.065;0.0077;0.0018;0.0015;0.0013;0.0008;0.019;0.0055;0.0021;0.0003;0.002;0;0;0.0279;0.0034;0.0242;0.0007;0.0011;0.0395;0.0646;0.0321;0.2837;0.001;0.3222;1.0323;0.0351;0.0016;0.0252;0.0381;0.0068;0.0144;0.0428;0.0226;0.0084;0.0002;0.0055;0.0263;0.0018;0.006;0.0724;0.0062;0.0252;0.0002;0.1025;0.0452;0.0384;0;0.0085;0.2401;0;0;0.0422;0;0.0854;0.256;0.0024;0.0044;0.0113;0.001;0.0024;0.0201;0.0013;0;0;0.0014;0.002;0.0021;0.0076;0;0.0007;0.0017;0.0041;0.0468
Streptococcus parauberis;0.049;0.0002;0.0009;0.0052;0.0085;0.0091;0.1088;0.0132;0;0;0.0342;0.0027;0;0.0001;0.044;0.0001;0.0018;0.0126;0.0025;0.1561;0.015;0.0285;0.0004;0.0031;0.0006;0.0304;0.0053;0.0046;0.0003;0.0045;0.0089;0.0004;0.098;0.0041;0.0659;0.002;0.0198;0.1289;0.0984;0.0489;0.7858;0.0014;0.2894;2.5721;2.6276;0.0031;0.0681;0.0554;0.0318;0.0436;0.0493;0.035;0.0085;0.0007;0.0742;0.0217;0.0021;0.0231;0.0416;0.0065;0.0401;0.0024;0.501;0.042;0.2685;0.1227;0.0203;0.5358;1.0304;0.0002;0.0841;0.0013;0.2029;0.9126;0.0056;0.0226;0.0445;0.002;0.002;0.0503;0.0035;0.0001;0;0.0031;0.0289;0.0031;0.0071;0;0.0013;0.006;0.0037;0.0422
