Species;SRR3284698_CF;SRR3284701_CF;SRR3284702_CF;SRR3284703_CF;SRR3284706_CF;SRR3286490_CF;SRR3286491_CF;SRR3286492_CF;SRR3286493_CF;SRR3286494_CF;SRR3286495_CF
Thermus thermophilus;0;0;0;0;0;0;0;0;0;0;0
Neisseriaceae bacterium;0;0;0;0;0;0;0.00008;0.00008;0;0;0
Bacterioplanes sanyensis;0;0;0;0;0.00005;0;0;0;0;0;0
Streptomyces finlayi;0.00003;0;0;0;0.00003;0;0;0.00009;0;0;0
Lacipirellula parvula;0;0;0;0;0;0;0;0.00013;0;0;0
Lactobacillus pontis;0;0;0;0;0;0.00013;0;0;0;0;0
Hoyosella subflava;0;0;0;0;0;0;0;0.00009;0;0;0
Flavobacterium crassostreae;0;0;0;0;0;0;0.00014;0;0;0;0
Paenisporosarcina antarctica;0;0;0;0;0;0;0;0.00011;0;0;0
Thermococcus barophilus;0;0;0;0;0;0;0;0;0;0;0
Mycolicibacterium vanbaalenii;0;0;0;0;0.00003;0;0;0;0;0;0
Acinetobacter wuhouensis;0;0;0;0;0;0;0;0;0;0;0
Planococcus antarcticus;0;0;0;0.00006;0;0;0;0.00023;0;0;0
Zunongwangia profunda;0;0;0;0;0;0;0.00004;0.00017;0;0;0
Streptomyces autolyticus;0;0;0;0;0;0;0;0.00004;0;0;0
Lactobacillus gallinarum;0;0;0;0;0;0;0;0.00019;0;0;0
Wenzhouxiangella marina;0;0;0;0;0;0;0;0.00012;0;0;0
Pseudomonas oleovorans;0;0;0;0.00054;0;0;0;0.00015;0;0;0
Auricoccus indicus;0;0;0;0;0;0.00025;0;0.00062;0;0;0
Finegoldia magna;0;0;0;0;0.0001;0;0;0;0;0;0
Fusobacterium hwasookii;0;0;0;0;0;0;0;0;0;0;0.00027
Aliivibrio fischeri;0;0;0;0;0;0;0;0;0;0;0
Amycolatopsis orientalis;0;0;0;0;0;0.00002;0;0.00005;0;0;0
Azotobacter salinestris;0;0;0;0;0;0;0;0.0004;0;0;0
Bradyrhizobium cosmicum;0;0;0;0;0;0;0;0;0;0;0
Kosakonia sacchari;0;0;0;0;0;0;0.00013;0.00004;0;0.00009;0.00004
Laceyella sacchari;0.00006;0.00013;0.00013;0.00019;0.00013;0.00013;0.00019;0.00019;0.00019;0.00006;0.00006
Parashewanella tropica;0;0;0;0;0;0;0;0.00005;0;0.00005;0
Pasteurella skyensis;0;0;0;0;0;0;0.0001;0.00019;0;0;0
Arcobacter molluscorum;0;0;0;0;0;0;0;0.00023;0;0;0
Leptospirillum ferriphilum;0;0;0;0;0;0;0;0;0;0;0
Cryptobacterium curtum;0;0;0;0;0;0;0.00493;0;0;0;0
Microbacterium amylolyticum;0;0;0;0;0;0;0;0.00017;0;0;0
Yersinia pestis;0;0;0;0;0;0;0;0;0;0;0
Pyrococcus yayanosii;0;0;0;0;0;0;0;0.00025;0;0;0
Mesoplasma coleopterae;0;0;0;0;0;0;0;0.00109;0;0;0
Lacunisphaera limnophila;0;0;0;0;0;0;0;0.00026;0;0;0
Haloarchaeon 3A1;0;0;0;0;0;0;0;0.00015;0;0;0
Aromatoleum aromaticum;0;0;0.00005;0;0.00005;0;0;0.0001;0;0;0
Kutzneria albida;0;0;0;0;0;0.00002;0.00002;0.00007;0;0;0
Saccharothrix espanaensis;0;0;0.00002;0;0;0;0;0.00014;0;0;0
Staphylococcus warneri;0;0;0;0;0;0;0;0.00009;0;0;0
Microbacterium chocolatum;0;0;0;0;0;0;0.00014;0.00014;0;0;0
Nocardioides marinisabuli;0;0;0;0;0;0;0;0.00016;0;0;0
Sphingomonas wittichii;0;0;0;0;0;0;0;0.00024;0.00004;0;0
Bremerella volcania;0.00003;0;0;0;0;0;0;0.00013;0.00003;0.00007;0
Rothia dentocariosa;0.00051;0.00026;0.00009;0;0;0;0.00524;0.00222;0.00171;0;0
Stenotrophomonas acidaminiphila;0;0;0;0;0;0;0;0;0;0;0
Nitrosomonas eutropha;0;0;0;0.00008;0;0;0;0.00033;0;0;0
Eubacterium maltosivorans;0;0;0;0;0;0;0;0.0001;0;0;0
Ruminococcaceae bacterium;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas mucidolens;0;0;0;0;0;0;0.00004;0;0;0;0
Streptococcus koreensis;0;0.00353;0.01002;0;0.00171;0.03905;0.05285;0.00271;0;0.00085;0.00097
Egibacter rhizosphaerae;0;0;0;0;0;0;0;0.00009;0;0;0
Lactobacillus kunkeei;0;0;0;0;0.00013;0;0;0.00081;0;0;0
Aerococcus urinaeequi;0;0;0;0;0;0;0;0;0;0;0.00021
Nitrosomonas europaea;0;0;0;0;0.00046;0;0;0;0;0;0
Listeria ivanovii;0;0;0;0;0;0;0;0;0.00007;0;0
Halobacillus halophilus;0;0;0;0;0;0;0;0;0;0;0
Xylanimonas allomyrinae;0;0;0;0;0.00017;0.00039;0;0.00245;0;0;0.00006
Streptomyces xinghaiensis;0;0;0;0;0;0;0;0.00009;0;0;0
Moraxella bovoculi;0;0;0;0;0;0;0;0;0;0;0
Cronobacter muytjensii;0;0;0.00005;0;0;0;0;0;0;0;0
Saprospira grandis;0;0;0;0;0;0;0;0.0001;0;0;0
Erwinia phage;0;0;0;0;0;0;0;0;0;0;0
Clostridium sporogenes;0;0;0.00005;0;0;0;0;0;0;0;0
Thioalkalivibrio nitratireducens;0;0;0;0;0;0;0;0.00005;0;0;0
Bacillus simplex;0;0;0;0;0;0;0;0.00015;0;0;0
Methanosaeta harundinacea;0.00008;0;0.00017;0;0;0;0;0.00034;0;0;0.00008
Melioribacter roseus;0;0;0;0;0;0;0.00007;0;0;0;0
Vibrio furnissii;0;0;0;0;0;0;0;0;0;0;0
Bacillus paranthracis;0.00008;0.00004;0.00004;0.00004;0;0;0;0;0;0;0
Nitratifractor salsuginis;0;0;0;0;0;0;0;0.00052;0;0;0
Pantoea dispersa;0;0;0;0;0;0;0;0;0;0;0
Streptococcus anginosus;0.00041;0.00023;0.00022;0;0;0;0;0;0.00022;0.00022;0.00021
Hyphomicrobium denitrificans;0.00006;0;0;0;0;0;0;0;0;0;0
Bacillus pseudofirmus;0.00011;0.00028;0;0.00017;0.00028;0.00011;0.00011;0.00011;0.00011;0;0.00022
nidulans FGSC;0.00013;0.00013;0.0001;0.00005;0;0;0;0;0;0.00019;0.00009
Acinetobacter nosocomialis;0;0;0;0;0;0;0;0;0;0;0
Bacillus luti;0;0.00004;0;0;0;0;0;0.00008;0.00004;0;0
Lysobacter antibioticus;0;0;0;0;0;0;0;0;0;0;0
Saccharophagus degradans;0;0;0;0;0;0;0.00004;0.00004;0;0;0
Weissella confusa;0;0;0;0;0;0;0;0;0;0;0
Anoxybacillus gonensis;0;0;0;0;0;0;0.00015;0.00016;0;0;0
Sphaerobacter thermophilus;0;0;0;0;0;0;0;0;0;0;0
Nitrosopumilus oxyclinae;0;0;0;0.00014;0;0;0.00014;0.00027;0;0;0
Collimonas pratensis;0;0;0;0;0;0;0;0;0;0;0
Sphingosinicella microcystinivorans;0;0;0;0;0;0;0;0.00027;0;0;0
Escherichia coli;0.00009;0.00008;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
Streptomyces scabiei;0;0;0;0;0;0;0;0.00002;0;0;0
Propionibacterium australiense;0;0;0;0;0.00014;0;0;0;0;0;0
Agrobacterium vitis;0;0;0;0;0;0;0;0;0;0;0
Pediococcus pentosaceus;0;0;0;0;0;0;0;0;0;0;0
Opitutaceae bacterium;0;0;0;0;0;0;0;0.00012;0;0;0
Pseudothermotoga lettingae;0;0;0;0;0;0;0;0.0001;0;0;0
Methanobacterium formicicum;0;0;0;0;0;0;0.00009;0;0.00009;0;0.00009
Bacillus atrophaeus;0;0;0;0;0;0;0;0;0;0;0
Rhodoferax saidenbachensis;0;0;0;0;0;0;0;0.0001;0;0;0
Flavobacterium nitrogenifigens;0.00004;0;0;0;0;0;0;0.00008;0;0;0
Alicyclobacillus acidocaldarius;0;0;0;0;0;0;0;0;0;0;0
Brachybacterium vulturis;0;0;0;0;0;0;0.00006;0.00006;0;0;0
Zobellia galactanivorans;0;0;0;0;0;0;0;0.00024;0;0;0
Advenella kashmirensis;0;0;0;0;0;0;0;0;0;0;0.0001
Campylobacter sputorum;0;0;0;0;0;0;0;0;0;0;0
Listeria seeligeri;0;0;0;0;0;0;0;0.00039;0;0;0
Youhaiella tibetensis;0;0;0;0;0;0;0;0.0001;0;0;0
Francisella opportunistica;0;0;0;0;0;0;0;0;0;0;0
Halopiger xanaduensis;0;0;0.00006;0;0;0;0;0;0;0;0
Uncultured crAssphage;0;0;0;0;0;0;0;0.00448;0;0;0
Algoriphagus sanaruensis;0;0;0;0;0;0;0;0.00006;0;0;0.00006
Pseudomonas cremoricolorata;0;0;0;0;0;0;0;0;0.00018;0;0
Massilistercora timonensis;0;0;0;0;0;0;0.00023;0.00024;0;0;0
Devriesea agamarum;0;0;0;0;0.00007;0;0.00007;0;0;0;0
Iamiaceae bacterium;0;0;0;0;0;0;0;0.00006;0;0;0
Alistipes megaguti;0;0.00013;0.00033;0.00007;0.00039;0.00013;0.00026;0.00186;0;0.00013;0
Microbacterium lemovicicum;0;0;0;0;0;0;0.00006;0.00006;0;0;0
Brochothrix thermosphacta;0;0;0;0;0;0;0;0;0;0;0
Methylobacterium mesophilicum;0;0;0.00003;0;0;0;0;0;0;0;0
Haloterrigena turkmenica;0;0;0;0;0;0;0;0.00011;0;0;0
Streptomyces rubrolavendulae;0;0;0;0;0;0;0;0.00007;0;0;0
Nonlabens dokdonensis;0;0;0;0;0;0;0.00006;0.00011;0;0;0
Marichromatium purpuratum;0;0;0.00006;0;0;0;0;0.00006;0;0;0
Gluconobacter albidus;0;0;0;0;0;0;0;0;0;0.00007;0
Micromonospora carbonacea;0;0;0;0;0;0;0;0.00006;0;0;0
Halarcobacter bivalviorum;0;0;0;0;0;0;0.00008;0.00016;0;0;0
Sphingomonas ginsengisoli;0;0;0;0;0;0;0;0.00014;0;0;0
Salinispora arenicola;0;0;0;0;0;0;0;0.00011;0;0;0
Grimontia hollisae;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus stellifer;0;0;0;0;0;0;0.00004;0.00004;0;0;0
Draconibacterium orientale;0;0;0;0;0;0;0;0.00013;0.00004;0;0
Streptomyces ficellus;0;0;0.00003;0;0;0;0.00003;0;0;0;0
Clostridium drakei;0;0;0;0;0.00004;0;0;0.00023;0;0;0
Beutenbergia cavernae;0;0;0;0;0;0;0;0.00009;0;0;0.00005
Mixta calida;0;0;0;0;0.0001;0;0;0.0001;0;0;0
Lactobacillus futsaii;0;0;0;0;0;0;0.00008;0.00017;0;0;0
Pelolinea submarina;0;0;0;0;0;0;0.00006;0.00012;0;0;0
Mycoplasma arthritidis;0;0;0;0;0;0;0;0;0;0;0
Thermoanaerobacter ethanolicus;0;0;0;0;0;0;0;0.00015;0;0;0
Hirschia baltica;0;0;0;0;0;0;0.00006;0.00013;0;0;0
Vibrio astriarenae;0;0;0;0;0;0;0;0;0;0;0
Bacillus wiedmannii;0.00008;0.00004;0;0;0;0;0.00004;0.00016;0;0;0
Janibacter limosus;0;0;0;0;0;0;0.00012;0.00006;0;0;0
Lelliottia amnigena;0;0;0;0;0;0;0;0;0;0;0
Rhizobium flavum;0;0;0.00005;0;0;0;0;0;0;0;0
Actinomyces pacaensis;0;0.00091;0.00102;0;0.00158;0.00374;0.0058;0;0;0.00136;0.00675
Paenibacillus brasilensis;0;0;0;0;0;0;0;0.00004;0;0;0
thermophila ATCC;0.00036;0.0002;0.00018;0.00015;0.00009;0.00005;0.00005;0.00027;0.00024;0.00017;0.0001
Bacillus xiamenensis;0;0;0;0;0;0;0.00006;0.00018;0;0;0
Streptomyces alfalfae;0;0;0;0;0;0;0.00002;0;0;0;0
Halovivax ruber;0;0;0;0;0;0;0;0.00013;0;0;0
Mycoplasma orale;0;0.00058;0;0;0;0;0;0.00059;0;0;0
Clostridium scatologenes;0;0;0;0;0;0.00004;0;0.00011;0;0;0
Streptococcus sanguinis;0.00076;0.00071;0.00027;0.00018;0.00018;0.00009;0;0.00073;0.00044;0.00037;0.00037
Nitrobacter winogradskyi;0;0;0;0;0;0;0;0.00013;0;0;0
Edwardsiella piscicida;0;0;0;0;0;0;0;0;0;0;0
Collinsella aerofaciens;0;0;0;0;0;0;0;0;0;0;0
Bacteroides intestinalis;0;0.00004;0;0;0;0;0.00004;0.00041;0;0;0
Thermodesulfobium acidiphilum;0;0;0;0;0;0;0;0.00025;0;0;0
Streptococcus iniae;0;0;0;0;0;0;0;0;0;0;0
Neisseria subflava;0.00009;0;0.01535;0.00909;0.08536;0.06187;0;0;0.00729;0.00322;0.00674
Actinobacillus porcitonsillarum;0;0;0.00085;0;0;0.00009;0.0019;0.0001;0;0;0
Peribacillus butanolivorans;0;0;0;0;0;0.00004;0;0;0;0;0
Weissella cibaria;0;0;0;0;0;0;0;0;0;0;0
Nitrospira japonica;0;0;0;0;0;0;0;0;0.00005;0;0
Clostridiales bacterium;0;0;0;0;0;0;0;0;0;0;0
Nocardioides dokdonensis;0;0.00005;0;0;0;0;0;0.00015;0;0;0
Metallosphaera hakonensis;0;0;0;0;0;0;0;0.00034;0;0;0
Flavobacterium commune;0;0;0;0;0;0.00006;0;0;0;0;0
Planctomycetales bacterium;0;0;0;0;0.00003;0;0;0;0.00003;0;0
Thiohalobacter thiocyanaticus;0;0;0.00013;0;0;0;0;0;0;0;0
Rhodococcus ruber;0;0;0;0;0;0;0;0;0;0;0
Bacillus haynesii;0;0;0;0;0;0;0;0.0001;0;0;0
Corynebacterium flavescens;0;0;0;0;0;0.00008;0;0.00016;0;0;0
Burkholderia contaminans;0.03709;0.01085;0.0099;0.00881;0.00791;0.00705;0.00618;0.00589;0.00483;0.00475;0.00475
Chryseobacterium balustinum;0;0;0;0.00004;0;0;0.00013;0.00009;0;0;0
Peptoniphilus harei;0;0;0;0;0;0;0.00012;0;0;0;0
Oleispira antarctica;0;0;0;0;0;0.00005;0.00005;0;0;0;0
Murdochiella vaginalis;0;0;0;0;0;0;0;0;0;0;0
Phycicoccus endophyticus;0;0;0;0;0;0;0;0.00007;0;0;0
Arthrobacter crystallopoietes;0;0;0;0;0;0;0.00005;0;0;0;0.00005
Aerococcus sanguinicola;0;0;0;0;0;0.00011;0.00021;0.00128;0;0;0
Pandoraea vervacti;0;0;0;0;0;0;0;0.00023;0;0;0
Thermochromatium tepidum;0;0;0;0;0;0;0;0.00029;0;0;0
Staphylococcus prophage;0;0;0;0;0;0;0.01003;0;0;0;0
Mixta gaviniae;0;0;0;0;0;0.00005;0.00005;0;0;0;0
Neisseria bacilliformis;0;0.00026;0.00069;0;0.00086;0.00413;0.00043;0;0;0.00009;0
Enterobacter hormaechei;0;0;0;0;0;0;0;0;0;0;0
Photorhabdus asymbiotica;0;0;0;0.00004;0;0;0;0.00017;0.00004;0;0
Nitrosococcus halophilus;0;0;0;0;0;0;0;0.00021;0;0;0
Rhodovulum sulfidophilum;0;0;0;0;0;0;0.0001;0;0;0.00005;0
Halomonas campaniensis;0;0;0;0.00005;0;0;0;0;0;0;0
Yersinia aleksiciae;0;0;0;0;0;0;0;0.00011;0;0;0
Burkholderia mallei;0.00037;0.00025;0.00023;0.00021;0.0002;0.00019;0.00019;0.00019;0.00018;0.00013;0.00012
Weissella cryptocerci;0;0;0;0;0.00007;0;0;0.00022;0;0;0
Campylobacter mucosalis;0;0;0;0;0;0;0;0;0;0;0
Enterococcus mundtii;0;0;0;0;0;0;0;0;0;0;0
Acinetobacter ursingii;0;0;0;0;0;0;0;0.00019;0;0;0
Halomonas socia;0;0;0;0;0;0;0;0.00009;0;0;0
Natrialba magadii;0.00006;0.00006;0;0;0.00006;0.00006;0;0;0.00006;0;0
Acidovorax citrulli;0;0;0;0;0;0;0.00008;0;0;0;0
Komagataeibacter saccharivorans;0;0;0;0;0;0;0;0;0;0;0
Bacillus ciccensis;0;0;0;0;0;0;0;0.00021;0;0;0
Bacillus halotolerans;0;0;0;0;0;0;0;0;0;0;0
Streptococcus parauberis;0;0;0;0;0.0002;0.0001;0;0;0;0;0.0001
Anabaena cylindrica;0;0;0;0;0.00003;0;0;0.00007;0.00003;0;0
Bifidobacterium choerinum;0.0001;0;0;0;0;0;0.00038;0;0;0;0.00019
Alcaligenaceae bacterium;0;0;0;0;0.00061;0;0;0.00006;0;0;0
Leuconostoc carnosum;0;0;0;0;0;0;0;0;0;0;0
Flavobacterium arcticum;0;0;0.00007;0;0;0;0;0.00015;0;0;0
Haemophilus aegyptius;0;0;0;0;0.00021;0;0.00011;0;0;0;0
Burkholderia dolosa;0.00442;0.0026;0.0022;0.00166;0.0014;0.0011;0;0;0;0;0
Planctopirus limnophila;0;0;0;0;0;0;0;0.00008;0;0;0
Yersinia aldovae;0;0;0;0;0;0;0;0.00005;0;0;0
Vibrio natriegens;0;0;0;0;0;0;0;0;0;0;0
Acinetobacter defluvii;0;0;0;0;0;0;0.00006;0;0;0;0
Desulfovibrio vulgaris;0;0;0;0;0;0;0;0;0;0;0
Brevibacterium linens;0;0;0;0;0;0;0;0;0;0;0
Caulobacter vibrioides;0;0;0;0;0;0;0;0;0;0;0.0001
Dickeya fangzhongdai;0;0;0;0;0;0;0;0;0;0;0
Bacillus pumilus;0.00006;0;0;0;0;0;0;0;0;0;0
Ralstonia insidiosa;0.00011;0;0;0;0;0;0;0;0;0;0
Lactobacillus acetotolerans;0;0;0;0;0;0;0;0;0;0;0
Lysobacter capsici;0;0;0;0;0;0;0;0;0;0;0
Comamonas thiooxydans;0.00004;0;0;0;0;0;0;0;0;0.00008;0
Terriglobus albidus;0;0;0;0;0;0;0;0.00007;0;0;0
Butyrivibrio proteoclasticus;0;0;0;0;0;0;0;0;0;0;0
Haemophilus parainfluenzae;0;0;0;0;0.00679;0.00529;0.00363;0.00177;0.02136;0.01964;0.01036
Neisseria brasiliensis;0;0;0.00106;0;0;0;0.00016;0.00033;0;0;0
Streptococcus pluranimalium;0;0;0.00019;0;0;0;0;0;0;0;0
Jeotgalibaca dankookensis;0;0;0;0;0;0.00031;0.0001;0.0027;0;0.0002;0
Streptococcus thermophilus;0;0;0;0;0;0;0;0;0;0;0
Lysobacter maris;0;0;0;0;0;0;0.00005;0.00011;0;0;0
Flagellimonas maritima;0.00006;0;0;0;0;0;0;0.00006;0;0;0
Thioalkalivibrio sulfidiphilus;0.00006;0;0;0;0;0;0;0;0;0;0
Herbaspirillum huttiense;0;0;0;0;0;0;0;0.00023;0;0.00418;0
Ephemeroptericola cinctiostellae;0;0;0;0;0;0.00008;0;0.00024;0;0;0
Rhodococcus fascians;0;0;0;0;0;0;0;0;0;0;0
Streptococcus gordonii;0.0002;0;0;0;0;0;0;0;0;0;0
Azoarcus olearius;0;0;0;0;0;0;0;0;0;0;0
Lysinibacillus fusiformis;0;0;0;0;0.00004;0.00009;0;0;0;0;0
Mesorhizobium japonicum;0;0;0;0;0;0;0;0;0;0;0
Ochrobactrum anthropi;0;0;0;0;0;0;0;0;0;0;0
Pseudoalteromonas espejiana;0;0;0;0;0;0;0;0;0;0;0
Brucella canis;0;0;0;0;0;0;0;0;0;0;0
Mycolicibacterium madagascariense;0;0;0;0;0;0;0;0.00015;0;0;0
Mucilaginibacter ginsenosidivorax;0;0;0;0;0;0;0;0.00019;0;0;0
Nitrosopumilus cobalaminigenes;0;0;0;0;0;0;0;0.00028;0;0;0
Chitinibacter fontanus;0;0;0;0.00006;0;0;0;0;0;0;0
Salinimonas sediminis;0;0;0;0.00005;0;0;0;0;0.00005;0;0
Gordonia polyisoprenivorans;0;0;0;0;0;0;0.00004;0;0;0;0
Leuconostoc pseudomesenteroides;0;0;0;0;0;0;0.0001;0;0;0;0
Streptococcus pseudopneumoniae;0;0.0001;0.02719;0;0.00196;0.00196;0.00669;0.00268;0;0.00176;0.00099
Sulfurimonas denitrificans;0;0;0;0;0.0001;0;0;0;0;0;0
Methanosarcina barkeri;0;0;0;0;0;0;0.00005;0;0;0;0
Pedobacter roseus;0;0;0;0;0;0;0;0.00007;0;0;0.00003
Halomonas titanicae;0;0;0;0;0;0;0.00004;0;0;0;0
Asticcacaulis excentricus;0;0;0;0;0;0;0;0;0;0;0
Pseudohalocynthiibacter aestuariivivens;0;0;0;0;0;0.00006;0;0.00017;0;0;0
Acinetobacter calcoaceticus;0;0;0;0;0.00005;0;0;0;0;0;0
Phycisphaera mikurensis;0;0.00006;0;0;0;0;0;0.00011;0;0;0
Bacillus mobilis;0.00004;0.00004;0;0;0;0;0;0.00004;0.00008;0;0
Tsukamurella tyrosinosolvens;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma neurolyticum;0;0;0;0;0;0;0;0.00111;0;0;0
Acinetobacter soli;0;0;0.00006;0.00013;0.00006;0;0;0;0;0;0
Methanocaldococcus jannaschii;0;0;0.00013;0.00013;0;0;0;0;0.00013;0;0
Chryseobacterium gleum;0;0;0;0.00008;0;0;0.00008;0.00012;0.00004;0;0
Pontibacter akesuensis;0;0;0;0;0;0;0;0.00023;0;0;0
Sphingobacterium hotanense;0;0;0;0;0;0;0.0001;0;0;0;0
Acidipropionibacterium jensenii;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma hominis;0;0;0;0;0;0;0;0;0;0;0
Rathayibacter tritici;0;0;0;0;0;0;0;0.00006;0;0;0
Neisseria sicca;0;0.00105;0.01795;0;0.00022;0.0003;0.00677;0;0;0.0015;0.00008
Marivirga tractuosa;0;0.00005;0;0;0;0.00005;0;0.0001;0;0;0
Clostridium saccharobutylicum;0.00004;0.00004;0;0;0;0;0;0;0;0;0
Pectinatus frisingensis;0;0;0;0;0;0;0.00007;0.00015;0;0;0
Paenibacillus beijingensis;0;0.00004;0;0;0;0;0;0.00015;0;0;0
Ruminiclostridium cellulolyticum;0;0;0;0;0;0;0.00005;0.00021;0;0;0
Vibrio owensii;0.00015;0;0;0;0;0;0;0;0;0;0
Listeria monocytogenes;0.00007;0;0;0;0;0;0;0;0;0;0
Mameliella alba;0;0;0;0.00004;0.00008;0.00016;0.00004;0;0;0;0
Petrimonas mucosa;0;0;0.00006;0;0.00006;0.00006;0.00006;0.00105;0;0.00012;0
Lawsonia intracellularis;0;0;0;0;0;0;0;0;0;0;0
Methanomethylovorans hollandica;0;0;0;0;0;0;0.00009;0;0;0;0
Paenibacillus lutimineralis;0;0;0;0;0;0;0;0.00017;0;0;0
Corynebacterium marinum;0;0;0;0;0;0;0;0.00033;0;0;0
Pimelobacter simplex;0;0;0;0;0;0;0;0.00008;0;0;0
Methanothermococcus okinawensis;0.00013;0.00013;0;0.00013;0;0;0.00013;0.00052;0;0.00039;0
Oceanobacillus iheyensis;0;0;0;0;0.00006;0;0.00006;0;0.00006;0;0
Rhodoferax koreense;0;0;0;0;0;0;0;0.00007;0;0;0
Dokdonella koreensis;0;0;0;0;0;0;0;0.00024;0;0;0
Arcobacter trophiarum;0;0;0;0;0;0;0;0.00068;0;0;0
Vibrio spartinae;0;0;0;0;0;0;0;0;0;0;0
Streptomyces prasinus;0;0;0;0;0;0;0;0.00011;0;0;0
Micrococcus luteus;0.00008;0;0;0;0;0;0;0;0;0;0
Salmonella phage;0;0;0;0;0;0;0;0;0;0;0
Actinobacillus indolicus;0;0;0.00019;0;0;0;0.00029;0.00068;0;0.0001;0
Octadecabacter antarcticus;0;0;0;0.00004;0;0;0;0.00018;0;0;0
Streptococcus phage;0;0;0;0;0;0;0;0;0;0;0
Chlorobaculum tepidum;0;0;0;0;0;0;0.0002;0.0002;0;0;0
Mycolicibacterium smegmatis;0;0;0;0;0;0;0;0;0;0;0
Xylanimonas cellulosilytica;0;0;0;0;0;0.00006;0;0;0;0;0
Leadbetterella byssophila;0;0.00011;0.00005;0;0;0;0.00005;0.00005;0.00011;0.00005;0
Rickettsia japonica;0.00017;0;0;0;0;0;0;0;0;0;0
Providencia rettgeri;0;0;0;0;0;0;0;0;0;0;0
Paraflavitalea soli;0.00003;0.00005;0.00003;0.00005;0;0.00005;0.00003;0.00028;0.00003;0;0.00003
Aerococcus urinaehominis;0;0;0.00012;0;0;0.00012;0;0.00238;0;0;0
Sporomusa termitida;0;0;0;0;0;0;0.00004;0;0;0;0
Edwardsiella tarda;0.00006;0;0;0;0;0;0;0;0;0;0
Anaerocolumna cellulosilytica;0;0;0;0;0;0.00004;0;0.00008;0.00004;0;0
Paraburkholderia megapolitana;0;0;0;0;0;0;0;0;0;0;0
Sphingomonas melonis;0;0;0;0;0;0;0;0;0;0;0
Streptomyces niveus;0;0;0;0;0;0;0.00003;0.00003;0;0;0
Streptacidiphilus bronchialis;0;0;0;0;0;0;0;0.00018;0;0;0
Ruminococcus bicirculans;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas graminis;0;0;0;0;0;0;0;0.00008;0;0;0
Cupriavidus metallidurans;0.00044;0.00007;0;0;0;0;0;0;0;0;0
Bacillus mycoides;0.00017;0.00016;0;0;0;0.00011;0.00008;0.00004;0;0;0
Empedobacter brevis;0;0;0;0;0;0;0;0;0;0;0.00006
Pseudoclostridium thermosuccinogenes;0;0;0;0;0;0;0;0.00018;0;0;0
Riemerella anatipestifer;0.00026;0.0001;0;0;0;0;0;0;0;0;0
Actinomadura amylolytica;0;0;0;0;0;0;0;0.00026;0;0;0
Nocardia seriolae;0;0;0;0;0;0;0;0;0;0;0.00003
Lactobacillus paracasei;0;0;0;0;0;0;0;0;0;0;0
Komagataeibacter europaeus;0;0;0;0;0;0;0.00006;0;0;0;0
Streptomyces kanamyceticus;0;0;0;0;0;0;0;0.00009;0;0;0
Lactobacillus buchneri;0;0;0;0;0;0;0;0;0;0;0
Phaeobacter inhibens;0;0;0;0;0;0;0;0;0;0;0
Proteus phage;0.76024;0;0;0;0;0;0;0;0;0;0
Niabella soli;0;0;0;0;0;0;0;0.00019;0;0;0
Myxococcus xanthus;0;0;0;0;0;0;0;0;0;0;0
Bacillus freudenreichii;0;0;0;0;0;0;0;0.0002;0;0;0
Thalassospira indica;0;0;0;0.00005;0;0.00005;0.00005;0;0;0;0
Magnetospirillum magneticum;0;0.00004;0;0;0;0;0;0.00004;0;0;0.00004
Filifactor alocis;0;0;0;0;0.00022;0;0;0.00034;0;0.00078;0
Luteimicrobium xylanilyticum;0;0;0;0;0;0;0;0.00031;0;0;0
Salmonella enterica;0.00019;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus hominis;0;0;0;0;0;0;0;0;0;0;0
Salinicola tamaricis;0;0.00005;0;0;0;0;0;0.0001;0.00005;0;0
Prevotella denticola;0.00082;0.00059;0.00041;0.00358;0.00279;0.00205;0.00225;0.00104;0.00051;0;0
Flavobacterium psychrophilum;0;0;0;0;0;0;0;0;0;0;0
Chlamydia pecorum;0.0002;0;0;0;0;0;0;0;0;0;0
Chlamydia muridarum;0;0;0;0;0;0;0;0;0;0;0
Bartonella kosoyi;0;0;0;0;0;0;0.0001;0.00019;0;0;0
Vibrio aphrogenes;0;0;0;0;0;0;0;0;0;0;0
Moritella yayanosii;0;0;0;0;0.00005;0.00005;0;0.00005;0.00005;0;0
Yoonia vestfoldensis;0;0;0.00006;0;0.00006;0;0;0;0;0;0
Archangium gephyra;0;0;0;0;0;0;0;0.00016;0;0;0
Capnocytophaga canimorsus;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus agilis;0;0;0;0;0;0;0.0001;0.0003;0;0;0
Paracoccus kondratievae;0;0;0;0;0.0001;0;0.0001;0;0;0;0
Rodentibacter pneumotropicus;0;0;0;0;0;0;0.00115;0;0;0;0
